zip,lat,lon
24245,54.2050398276889,10.1753696967095
99735,51.46823,10.74558
96476,50.3333,10.7833
24943,54.79312,9.47732
24943,54.79312,9.47732
31311,52.4645902029321,10.2031554232788
99441,50.9167,11.4833
79733,47.65,8.08333
76846,49.1833,7.85
54533,50.0833,6.93333
93098,48.95,12.2333
91605,49.45,10.2667
21481,53.37582,10.54703
99735,51.4139774119926,10.761287116394
19243,53.46441,11.10842
19217,53.74019,10.9301
17498,54.0885,13.27098
91785,49.1,10.9833
66877,49.45,7.55
87736,47.8833,10.3
25767,54.138877232781,9.32349696899013
38381,52.0835109765412,10.9001502037048
19376,53.34351,11.86181
18461,54.14787,12.8957399999999
06347,51.62426,11.68672
29303,52.80974,9.96279000000004
10243,52.5015,13.43512
10245,52.5015,13.43512
10247,52.5015,13.43512
10249,52.5015,13.43512
10961,52.5015,13.43512
10963,52.5015,13.43512
10965,52.5015,13.43512
10967,52.5015,13.43512
10969,52.5015,13.43512
10997,52.5015,13.43512
10999,52.5015,13.43512
06193,51.60959,11.93359
57612,50.7,7.61667
26556,53.60782,7.48330999999996
17039,53.59008,13.33683
53508,50.5333,7.01667
57518,50.7833,7.88333
35745,50.6833,8.31667
98701,50.6,11.05
27729,53.3539,8.77238999999997
25361,53.808782,9.477172
01665,51.0894,13.4182
90530,49.3536,11.1483
24357,54.4859065328657,9.66688449680038
51491,50.95,7.3
74579,49.0667,10.2167
94239,48.9667,13.0
93449,49.3786,12.7042
42553,51.3098033,7.0878942
24975,54.7392898633,9.57490558779
17154,53.82014,12.78979
24214,54.4069172040774,9.97400405108938
04916,51.6560759834675,13.2232667407227
03185,51.8666761131432,14.3999686190796
25712,54.000347,9.258527
39517,52.34104,11.85533
17258,53.3391,13.4188
04749,51.2,13.1667
83352,48.0,12.5333
70376,48.8213,9.22
25572,53.970947,9.289993
84533,48.25,12.85
42279,51.36415,7.24662000000001
99837,50.9167,10.0333
24601,54.11254,10.20367
97249,49.7597,9.83111
39638,52.59986,11.33304
18516,54.08316,13.24041
55765,49.6667,7.2
15913,51.9274253457144,14.0895286560059
18465,54.0908,12.7605599999999
73485,48.9667,10.35
74638,49.1875,9.64222
18276,53.80255,12.2823100000001
89611,48.2333333,9.5666667
76332,48.8,8.43333
55459,49.9,7.91667
54636,49.9167,6.46667
93492,49.4167,12.6167
19412,53.68512,11.62756
69221,49.4503,8.67472
82405,47.8833,11.0333
82402,47.8333,11.3
55585,49.8,7.81667
56244,50.4833,7.81667
55487,49.9,7.3
55576,49.8667,7.98333
18334,54.12268,12.50668
18569,54.5330476110632,13.2732863783265
49661,52.84463,8.05208
56761,50.25,7.1
96166,50.05,10.7167
07426,50.65,11.1667
56191,50.4167,7.6
16247,52.97708,13.7439899999999
78564,48.1333,8.85
17209,53.353855,12.357349
14806,52.22085,12.59674
36466,50.7167,10.1333
03172,51.87838,14.6209
55629,49.85,7.55
55483,50.0,7.36667
86568,48.4833,11.0667
14778,52.47228,12.7191800000001
06785,51.80788,12.4134300000001
34639,50.9167,9.45
24997,54.6880102531646,9.33558143930447
06774,51.65992,12.44803
76776,48.9833,8.25
04720,51.175,13.2
02959,51.54389,14.53331
18196,54.04714,12.21061
21730,53.83159,9.1337
76228,49.0047,8.38583
16775,52.97902,13.19501
86399,48.2667,10.8333
94501,48.55,13.1167
18528,54.38386,13.57946
17168,53.84659,12.51693
86866,48.25,10.6333
49733,52.79468,7.23676
25832,54.3180909829608,8.93713844163407
37318,51.3193821956505,10.0078964233398
24235,54.3912646577955,10.2765577793122
39240,51.88323,11.95331
73249,48.7,9.41667
18437,54.2928935,13.0146056
23974,53.98505,11.63238
18299,53.91232,12.1953599999999
25917,54.8116271137369,8.93166266636857
38889,51.76526,10.9741
08393,50.85,12.4667
96369,50.2,11.35
19217,53.77123,10.86777
66894,49.35,7.43333
92289,49.4,11.7667
92277,49.3,11.8
21762,53.77811,8.94164
74869,49.3767,8.98889
67754,49.55,7.56667
