city,zip,lat,lon
"Fischbach / Rhön",36452,50.65,10.15
"Siedenbrünzow",17111,53.8979771058709,13.1453651428222
Loissin,17509,54.11269,13.5280700000001
Glasehausen,37308,51.441664745656,10.1528062380983
"Wardow Klein Ridsenow",18299,53.95381,12.4347299999999
"Au (Breisgau)",79280,47.95,7.83333
"Schönfeld bei Schönhausen",39524,52.72774,12.06291
"Mirow, Mecklenburg Starsow",17252,53.26203,12.78799
Moritzheim,56865,50.05,7.26667
"Serrig Neunhäuser, Jagdhaus",54314,49.591716,6.644358
"Hellingen bei Hildburghausen",98663,50.25,10.6833
Berkenthin,23919,53.73066,10.64776
Gimbsheim,67578,49.7778,8.375
Dollnstein,91795,48.8667,11.0667
Niederpierscheid,54649,50.0833,6.36667
Neulewin,16259,52.7444,14.2778
"Lübs bei Torgelow",17379,53.72669,13.88098
Upahl,23936,53.82055,11.21726
Ohrdruf,99885,50.8167,10.7333
"Magstadt Grundhof bei Renningen",71106,48.7557,8.902799
"Magstadt Grundhof bei Renningen",71272,48.7557,8.902799
"Göhlen bei Ludwigslust",19288,53.30544,11.36711
"Neuenkirchen, Dithmarschen",25792,54.23605,8.99007
"Putgarten Fernlüttkevitz",18556,54.66739,13.39801
"Bellingen bei Stendal",39579,52.51236,11.83082
"Lengerich, Westfalen",49525,52.18256,7.86176999999998
Blievenstorf,19306,53.36213,11.66135
Renzow,19209,53.62423,11.1506899999999
"Passow bei Lübz Weisin",19386,53.50063,12.07764
"Erbach (Donau)",89155,48.3333,9.88333
"Siezbüttel",25560,54.052721,9.447425
"Gransee Neulüdersdorf ",16775,53.050715,13.173416
Thedinghausen,27321,52.96406,9.01669000000004
"Ziethen bei Anklam Menzlin",17390,53.88482,13.62443
"Karlsruhe (Baden) Durlach",76227,49.0047,8.471
"Karlsruhe (Baden) Durlach",76229,49.0047,8.471
"Ahausen, Kreis Rotenburg, Wümme",27367,53.06072,9.31073000000004
"Poley bei Bernburg",06408,51.7756,11.82039
"Gröditz bei Riesa",01609,51.41294,13.4447299999999
Jembke,38477,52.5002090011535,10.763653010559
Dienstweiler,55765,49.6333,7.18333
"Gerterode bei Niederorschel",37355,51.37998,10.49018
Altlay,56858,49.9833,7.26667
Heckelberg-Brunow,16259,52.734987007327,13.8588587142945
"Krölpa bei Pößneck Trannroda",07387,50.6833,11.5333
"Krölpa bei Pößneck Trannroda",07381,50.6833,11.5333
Niederaula,36272,50.8,9.6
"Lanz bei Lenzen",19309,53.07486,11.59898
"Bornich, Taunus",56348,50.1333,7.76667
"Kickeshausen Steinrausch, Eifel",54689,50.0667,6.25
"Deining, Oberpfalz",92364,49.2167,11.5333
"Vilseck, Oberpfalz",92249,49.61,11.8019
"Fußgönheim",67136,49.4611,8.29222
"Werder (Havel) Leest bei Potsdam",14542,52.4342,12.94377
"Werder (Havel) Leest bei Potsdam",14476,52.4342,12.94377
Kasseedorf,23717,54.16598,10.72303
"Kummerfeld bei Pinneberg",25495,53.69326,9.79226
"Ottendorf bei Kiel",24107,54.3402480875188,10.0444160610438
"Sachsen bei Ansbach",91623,49.3,10.65
"Neu Gaarz bei Waren",17194,53.58041,12.5328500000001
"Sassnitz Buddenhagen",18546,54.531873,13.645871
"Erlenbach (Kreis Heilbronn, Neckar)",74235,49.1725,9.26833
Hettenshausen,85276,48.5,11.5
"Rödelmaier",97618,50.3167,10.2833
"Frankenstein, Sachsen",09569,50.9,13.2167
Schifferstadt,67105,49.3872,8.37472
"Jänschwalde",03197,51.8597564823735,14.4966526031494
Kludenbach,55481,49.9833,7.36667
"Niedergörsdorf Langenlipsdorf",14913,51.91732,13.08864
Linsengericht,63589,50.1667,9.21667
Dreggers,23845,53.88508,10.34552
"Bockenheim an der Weinstraße",67278,49.6064,8.18194
Rattenkirchen,84431,48.25,12.3167
"Cölbe",35091,50.85,8.8
"Bad Liebenwerda Kosilenzien",04931,51.45292,13.33742
"Trebsen / Mulde",04687,51.2833,12.75
Pobershau,09496,50.65,13.2167
"Oberhausen bei Bad Bergzabern",76887,49.0969,8.05833
"Reichelsheim (Wetterau) Winterhof, Wetterau",61203,50.3605,8.9023
"Bützow Parkow",18246,53.8758,11.96896
Pforzheim,75175,48.8833,8.7
Pforzheim,75172,48.8833,8.7
Pforzheim,75173,48.8833,8.7
Pforzheim,75177,48.8833,8.7
Pforzheim,75179,48.8833,8.7
Pforzheim,75180,48.8833,8.7
Pforzheim,75181,48.8833,8.7
Schleberoda,06632,51.2372768064817,11.8041198730468
"Waldmühlen",56479,50.5833,8.06667
Malschwitz,02694,51.2375992351853,14.5209915344238
"Niederstetten (Württemberg)",97980,49.4,9.91944
"Niederstetten (Württemberg)",97996,49.4,9.91944
Kottgeisering,82288,48.1167,11.1333
"Eschweiler, Rheinland",52249,50.8167,6.28333
Leuna,06237,51.32354,12.02457
"Osterby bei Medelby",24994,54.797417487,9.21028440595
"Altenburg, Thüringen",04600,50.9884,12.4447
Euskirchen,53879,50.6667,6.78333
Euskirchen,53881,50.6667,6.78333
Rottleben,06567,51.36166,11.0446899999999
Sandbostel,27446,53.41061,9.13255000000004
Honigsee,24211,54.2283689504467,10.1880377698869
"Hofheim in Unterfranken",97461,50.1333,10.5333
Schweisweiler,67808,49.5833,7.81667
"Niederer Fläming Meinsdorf bei Jüterbog",14913,51.84723,13.26951
Ense,59469,51.5023384445751,7.9648503756714
"Sulz am Neckar",72172,48.3624,8.6331
"Albersdorf, Holstein",25767,54.144319,9.284703
Amtzell,88279,47.7,9.75
Judenbach,96515,50.4,11.2167
Steinmauern,76479,48.9,8.18333
"Brüsewitz",19071,53.67671,11.2465099999999
"Tessin bei Rostock Vilz",18195,54.02335,12.4929099999999
Mallin,17217,53.5356,13.13798
"Kloster Lehnin Emstal bei Brandenburg an der Havel",14797,52.3006,12.77925
"Bergen auf Rügen Kiekut",18528,54.417015,13.541887
"Binzen (Kreis Lörrach)",79589,47.6333,7.61667
Grevenkop,25361,53.842107,9.529661
Cadolzburg,90556,49.45,10.8667
"Tettau bei Ruhland",01945,51.43092,13.72947
Ballerstedt,39606,52.73173,11.70949
"Erfurt Gispersleben",99091,50.9833,11.0333
"Altenfeld bei Ilmenau, Thüringen",98701,50.5667,10.9667
"Limbach bei Reichenbach, Vogtland",08491,50.5833,12.25
"Ravenstein (Baden)",74747,49.3939,9.5325
"Geismar, Eichsfeld",37308,51.2310427407051,10.1668716613769
"Samtens Berglase",18573,54.33685,13.31791
"Lütjenburg, Holstein",24321,54.2920491150787,10.5901992082596
Nauwalde,01609,51.41923,13.40912
"Schwerstedt bei Sömmerda",99634,51.15,10.9167
"Bad Kleinen",23996,53.77132,11.47118
"Süderhastedt, Holstein",25727,54.05037,9.20955
Oldersbek,25873,54.4429505269028,9.16460491860453
"Weferlingen, Aller",39356,52.31104,11.05709
"Schwalbach am Taunus",65824,50.15,8.53333
"Bürstadt",68642,49.6436,8.46
Brietlingen,21382,53.33274,10.44302
Eichenzell,36124,50.4833,9.7
"Oderberg, Mark",16248,52.86668,14.0454099999999
"Plüderhausen",73655,48.8,9.6
"Talheim (Kreis Tuttlingen)",78607,48.0167,8.66667
Nochern,56357,50.1667,7.71667
Gnevkow,17089,53.7892836219559,13.1684166137695
Osann-Monzel,54518,49.9167,6.95
Pfullingen,72793,48.45,9.23333
"Reichenbach im Vogtland",08468,50.6167,12.3
"Bühren bei Göttingen",37127,51.4849569334176,9.68118423278815
"Gransee Altlüdersdorf",16775,53.0360670702063,13.1924867089843
"Rappin Tetzitz",18528,54.51796,13.37856
"Birkenhügel",07366,50.4333,11.75
"Wusterhausen / Dosse Barsikow",16845,52.84749,12.54046
"Holzsußra",99713,51.2933647463055,10.6954879577637
Lindenfels,64678,49.685,8.78306
"Dernbach (Pfalz)",76857,49.2472,8.00528
"Altdorf, Pfalz",67482,49.2872,8.21611
Westerhorn,25364,53.8524564197053,9.67877294178487
Sien,55758,49.7,7.5
"Sommerhausen, Main",97286,49.7,10.0333
"Finningen bei Dillingen an der Donau",89435,48.65,10.5
Hoyershausen,31093,52.01921,9.75323000000003
"Güssefeld",39624,52.71993,11.37233
"Grube, Holstein",23749,54.23522,11.03525
Reimlingen,86756,48.8167,10.5167
"Kolkwitz, Niederlausitz",03099,51.75023,14.25041
"Buchholz bei Ratzeburg",23911,53.73093,10.7453
Schrobenhausen,86529,48.55,11.2667
"Gorsleben bei Artern",06577,51.2762851517224,11.182913761902
Aiterhofen,94330,48.85,12.6167
Wallenhorst,49134,52.34983,8.00625000000002
Utzenfeld,79694,47.8,7.91667
Neutrebbin,15320,52.6811,14.2541
"Rüdenhausen",97355,49.7667,10.35
Herrieden,91567,49.2333,10.5167
"Marienwerder bei Bernau bei Berlin Sophienstädt",16348,52.80885,13.58685
"Ebersbach bei Döbeln",04720,51.1,13.1
"Hohenfels, Oberpfalz",92366,49.2,11.85
"Sörgenloch",55270,49.8831,8.20111
"Naumburg, Hessen",34311,51.24818,9.16863000000001
"Frankfurt am Main Berkersheim",60437,50.1167,8.68333
"Frankfurt am Main Berkersheim",60438,50.1167,8.68333
"Frankfurt am Main Berkersheim",60439,50.1167,8.68333
"Traunreut Sankt Georgen, Chiemgau",83368,47.9666667,12.5666667
"Stahnsdorf Marggraffshof",14532,52.3617886218498,13.2349226666259
"Altentreptow Altentreptow",17087,53.6917755594923,13.247124671936
"Ebersdorf bei Bremervörde",27432,53.52641,9.05169000000001
Winnweiler,67722,49.5667,7.85
"Bensdorf Herrenhölzer",14789,52.40283,12.33204
"Westhausen (Württemberg)",73463,48.8833,10.1833
"Mannheim Neuostheim",68163,49.4883,8.46472
"Benitz bei Schwaan",18258,53.97598,12.10328
Strukdorf,23815,53.91966,10.48819
"Bretten (Baden)",75015,49.0392,8.70278
"Dolgen am See Groß Lantow",18299,53.94044,12.30196
"Kisdorf, Holstein",24629,53.80993,10.00841
"Aresing, Oberbayern",86561,48.5333,11.3
"Gehrden / Hannover",30989,52.31227,9.60063000000002
Niedermohr,66879,49.4667,7.46667
"Ahlsdorf bei Lutherstadt Eisleben",06313,51.55291,11.47189
"Möglingen (Kreis Ludwigsburg,Württemberg)",71696,48.8833,9.13333
"Altefähr Barnkevitz",18573,54.3519,13.12977
"Lützow",19209,53.65335,11.17468
"Freiberg, Sachsen",09599,50.9167,13.3667
Wolsfeld,54636,49.9,6.46667
"Steinbach, Hunsrück",56291,50.0333,7.6
"Tetenbüll",25882,54.352081941006,8.82805233044614
Bohmstedt,25853,54.5812097027101,9.04379300773145
"Dießen am Ammersee",86911,47.95,11.1
"Angern bei Wolmirstedt",39326,52.36047,11.72923
"Breitungen / Werra",98597,50.7667,10.3333
Beldorf,25557,54.1314592535068,9.35181841397838
Buckautal,14793,52.2331901579712,12.3221251745606
"Löffingen",79843,47.8833,8.35
Grimmelshausen,98660,50.4833,10.6333
Berumbur,26524,53.5893,7.31121
"Steinen, Westerwald",56244,50.5833,7.8
"Hohenroth bei Bad Neustadt an der Saale",97618,50.3167,10.1833
"Schäplitz",39579,52.62674,11.61776
Schluchsee,79859,47.8167,8.18333
"Neukirchen bei Bogen, Niederbayern",94362,48.9833,12.7667
"Garz/Rügen",18574,54.31651,13.35025
"Osten, Oste",21756,53.69471,9.18924
Wiednitz,02994,51.38845,14.02784
"Brome, Niedersachsen",38465,52.6005,10.93559
"Herschbach bei Selters",56249,50.5833,7.73333
"Mörnsheim",91804,48.8833,11.0
"Steinfeld bei Rostock Fienstorf",18184,54.10286,12.27639
"Klein Rönnau",23795,53.96213,10.32085
"Goldebek, Nordfriesland",25862,54.6811116925187,9.14962962269784
"Sarnow bei Anklam Panschow",17392,53.77282,13.6300200000001
"Mühlenrade",21493,53.59609,10.4883
"Krausnick-Groß Wasserburg",15910,52.0462,13.8489
Frammersbach,97833,50.0667,9.46667
"Sachau bei Gardelegen",39649,52.47444,11.2613699999999
Balge,31609,52.7184,9.18648
"Burg (Dithmarschen) Burgerfeld Dithmarschen",25712,53.9933712484122,9.27730832093033
"Demen Kobande",19089,53.6184155207908,11.7004733862304
Bergneustadt,51702,51.0333,7.65
"Bad Segeberg",23795,53.938233,10.305231
Dessighofen,56357,50.2667,7.78333
"Vetschau / Spreewald",03226,51.78459,14.06655
Wildemann,38709,51.82898,10.28248
Ennigerloh,59320,51.84053,8.03056000000004
Guthmannshausen,99628,51.1333,11.3667
"Göhren-Lebbin Roez",17213,53.45473,12.51891
"Zehdenick Neuhof bei Zehdenick",16792,53.007827,13.345542
Nahrstedt,39599,52.57827,11.70857
"Mehringen bei Aschersleben",06456,51.7271,11.51404
"Aschersleben, Sachsen-Anhalt",06449,51.777777777777,11.488888888888
"Rabenkirchen-Faulück Bicken, Gemeinde Rabenkirchen-Faulück",24392,54.633058,9.858401
Leidersbach,63849,49.9014,9.22167
Engelskirchen,51766,50.9833,7.4
Nagold,72202,48.55,8.71667
"Reichenow-Möglin",16269,52.6675,14.10556
"Reichenow-Möglin",15345,52.6675,14.10556
"Werdau, Sachsen Langenhessen",08439,50.7333,12.3833
Wolfsburg,38440,52.43788,10.7663700000001
Wolfsburg,38442,52.43788,10.7663700000001
Wolfsburg,38444,52.43788,10.7663700000001
Wolfsburg,38446,52.43788,10.7663700000001
Wolfsburg,38448,52.43788,10.7663700000001
"Rühen",38471,52.48801,10.8873100000001
"Kösching",85092,48.8167,11.5
"Wittbek bei Husum",25872,54.4730463467327,9.20209147179667
"Wegscheid, Niederbayern",94110,48.6,13.7833
"Salm, Eifel",54570,50.15,6.68333
Tiste,27419,53.28723,9.53201999999999
Silberfeld,07937,50.6833,11.9667
"Süderlügum",25923,54.8723206467,8.90802716613
"Warin Warin",19417,53.80159,11.70838
"Dorfchemnitz bei Sayda",09619,50.76464,13.44394
Ahrenshagen-Daskow,18320,54.21499,12.58151
Beseritz,17039,53.70287,13.46007
Zerbst/Anhalt,39261,51.96496,12.08745
Schweringen,27324,52.7481,9.18352
Schweringen,27333,52.7481,9.18352
Thandorf,19217,53.76105,10.82735
Biebertal,35444,50.6,8.58333
"Heilbad Heiligenstadt",37308,51.37677,10.13791
Bartow,17089,53.81648,13.34477
"Kirchzarten (Breisgau)",79199,47.9667,7.95
"Altena, Westfalen",58762,51.29865,7.67517999999995
"Bandelin Schmoldow",17506,53.97199,13.35014
"Gröna",06408,51.76519,11.69827
Moers,47441,51.4517651179909,6.64085903167722
Moers,47443,51.4517651179909,6.64085903167722
Moers,47445,51.4517651179909,6.64085903167722
Moers,47447,51.4517651179909,6.64085903167722
Hardisleben,99628,51.1667,11.4167
"Thalheim / Erzgebirge",09380,50.7,12.85
"Thalheim / Erzgebirge",09306,50.7,12.85
"Groß Naundorf bei Annaburg",06925,51.69516,12.99744
"Westgreußen",99718,51.2394152638705,10.9176441375732
"Weyher in der Pfalz",76835,49.2672,8.085
"Stegen (Hochschwarzwald)",79252,47.9833,7.96667
"Rückersdorf bei Doberlug-Kirchhain",03238,51.5713784785601,13.5730943862915
"Bad Laasphe",57334,50.9333,8.4
Mesekenhagen,17498,54.14965,13.31666
"Lüdenscheid",58507,51.21881,7.63066000000003
"Lüdenscheid",58509,51.21881,7.63066000000003
"Lüdenscheid",58511,51.21881,7.63066000000003
"Lüdenscheid",58513,51.21881,7.63066000000003
"Lüdenscheid",58515,51.21881,7.63066000000003
"Rhoden bei Osterwieck",38835,52.0140323623875,10.65648021698
Alerheim,86733,48.85,10.6167
Lollschied,56357,50.2667,7.86667
"Gössitz",07389,50.6167,11.5833
"Blankenburg, Thüringen",99955,51.2031999081307,10.748025894165
Immelborn,36433,50.8,10.2833
Breuna,34479,51.41497,9.18415000000005
"Eltville am Rhein",65343,50.0333,8.11667
"Eltville am Rhein",65344,50.0333,8.11667
"Eltville am Rhein",65345,50.0333,8.11667
"Eltville am Rhein",65346,50.0333,8.11667
"Eltville am Rhein",65347,50.0333,8.11667
Wolfhagen,34466,51.32592,9.16596000000004
"Wieck auf dem Darß",18375,54.4118,12.5817099999999
Oranienburg,16515,52.75275,13.23915
"Altersbach bei Schmalkalden",98587,50.7,10.5333
"Frankfurt am Main Niederursel",60437,50.1167,8.68333
"Frankfurt am Main Niederursel",60438,50.1167,8.68333
"Frankfurt am Main Niederursel",60439,50.1167,8.68333
Waldsieversdorf,15377,52.5424,14.0688
"Urmitz, Rhein",56220,50.414485,7.520704
Heilshoop,23619,53.88637,10.5303
"Wallsbüll bei Flensburg",24980,54.777277315,9.23481093645
"Zahrensdorf bei Sternberg",19412,53.75969,11.67494
Wernigerode,38855,51.83695,10.78495
Helvesiek,27389,53.21282,9.49567999999999
Girod,56412,50.45,7.91667
Rangsdorf,15834,52.2919962854749,13.4387863015747
Kluis,18569,54.47185,13.30331
"Nünschweiler",66989,49.2333,7.5
Aholfing,94345,48.95,12.4667
"Gösen bei Eisenberg",07607,51.0,11.8833
Schwerbach,55624,49.9,7.35
"Parsteinsee Parstein",16248,52.93313,14.03651
"Wiesbach, Pfalz",66894,49.3333,7.45
"Rückholz",87494,47.6667,10.55
Schwissel,23795,53.89568,10.29341
"Trebbin Kliestow",14959,52.19698,13.2116
Bischofroda,99826,51.05,10.3667
"Gars am Inn Biburg, Gemeinde Gars am Inn",83546,48.179215,12.304114
"Rehlingen, Kreis Lüneburg",21385,53.10315,10.22545
Clausthal-Zellerfeld,38678,51.8093939012619,10.3399089630127
Hohendubrau,02906,51.2444,14.6713
"Wiesenbach (Baden)",69257,49.3614,8.80361
Volkesfeld,56745,50.4,7.15
Helpsen,31691,52.3035,9.12521
Leizen,17209,53.3658805612255,12.47540357666
Zeuthen,15738,52.34858,13.6213299999999
"Rögnitz",19205,53.61213,11.02335
"Papenhagen bei Grimmen Hoikenhagen",18510,54.14128,13.0051
"Datzetal Salow",17099,53.67708,13.49149
"Osternienburg Diebzig",06369,51.86546,11.93789
"Reichenbach, Kreis Birkenfeld",55776,49.65,7.28333
"Haag in Oberbayern",83527,48.1667,12.1833
Ochtmersleben,39167,52.15709,11.40772
"Laubach, Hessen",35321,50.55,8.98333
Schefflenz,74850,49.4,9.28333
"Möllenbeck bei Neustrelitz",17237,53.38827,13.34389
"Hecklingen bei Staßfurt",39434,51.84734,11.53491
"Hecklingen bei Staßfurt",39434,51.85,11.533333
"Hecklingen bei Staßfurt",39435,51.84734,11.53491
"Hecklingen bei Staßfurt",39435,51.85,11.533333
"Hecklingen bei Staßfurt",39444,51.84734,11.53491
"Hecklingen bei Staßfurt",39444,51.85,11.533333
"Hecklingen bei Staßfurt",39434,51.84734,11.53491
"Hecklingen bei Staßfurt",39434,51.85,11.533333
"Hecklingen bei Staßfurt",39435,51.84734,11.53491
"Hecklingen bei Staßfurt",39435,51.85,11.533333
Hecklingen,39434,51.84734,11.53491
Hecklingen,39434,51.85,11.533333
Hecklingen,39435,51.84734,11.53491
Hecklingen,39435,51.85,11.533333
Hecklingen,39444,51.84734,11.53491
Hecklingen,39444,51.85,11.533333
Hecklingen,39434,51.84734,11.53491
Hecklingen,39434,51.85,11.533333
Hecklingen,39435,51.84734,11.53491
Hecklingen,39435,51.85,11.533333
Pleizenhausen,55469,50.0167,7.56667
"Kloster Lehnin Göhlsdorf",14797,52.36014,12.80705
"Kloster Lehnin Göhlsdorf",14542,52.36014,12.80705
"Düren, Rheinland",52349,50.8,6.48333
"Düren, Rheinland",52351,50.8,6.48333
"Düren, Rheinland",52353,50.8,6.48333
"Düren, Rheinland",52355,50.8,6.48333
"Großenkneten",26197,52.94404,8.25261999999998
Gau-Weinheim,55578,49.8464,8.04778
"Mengen (Württemberg)",88512,48.05,9.33333
Dranske,18556,54.63087,13.22963
"Sülfeld",23867,53.80106,10.22878
"Weissach (Württemberg)",71287,48.8469,8.9283
"Niederdorf bei Stollberg, Erzgebirge",09366,50.7333,12.7833
"Krackow Krackow",17329,53.34358,14.26454
"Obergröningen",73569,48.9,9.91667
Hattstedtermarsch,25856,54.5436255946865,8.97970174593919
Fiersbach,57635,50.7,7.5
Geslau,91608,49.3667,10.3
"Wesenberg, Mecklenburg Zirtow",17255,53.27015,12.90188
Heichelheim,99439,51.05,11.3167
Walschleben,99189,51.0667,10.9333
"Lüssow bei Greifswald",17506,53.9131,13.4978599999999
Betzigau,87488,47.7333,10.3833
Ecklingerode,37339,51.50334,10.3115
"Marlow bei Ribnitz-Damgarten",18334,54.15235,12.57087
"Marlow bei Ribnitz-Damgarten",18337,54.15235,12.57087
"Dittelsheim-Heßloch",67596,49.7439,8.23694
Seeth-Ekholt,25337,53.7412596906038,9.73015052421089
"Leutersdorf bei Meiningen",98617,50.5167,10.55
Dormettingen,72358,48.2333,8.76667
Merdingen,79291,48.0167,7.68333
"Herzberg (Elster) Rahnisdorf",04916,51.67651,13.17567
"Bergkirchen, Kreis Dachau",85232,48.25,11.3667
"Markt Einersheim",97348,49.6833,10.3
"Eisenach, Thüringen",99817,50.9833,10.3167
"Stinstedt, Niederelbe",21772,53.65968,8.97196
"Hohenlockstedt Springhoe, Gemeinde Oeschebüttel",25551,53.987257,9.652054
"Bernstadt auf dem Eigen",02748,51.04749,14.82626
"Gödenroth",56290,50.0833,7.48333
Wolkramshausen,99735,51.42401,10.7382299999999
"Oberrieden, Schwaben",87769,48.0833,10.4333
"Ellhöft",25923,54.8887762811,8.95747905374
"Brandis bei Wurzen",04821,51.3331391215157,12.6086688995362
"Wöllstadt",61206,50.2833,8.76667
Leinefelde-Worbis,37327,51.38769,10.32196
"Groß Berßen",49777,52.77054,7.49292000000003
"Sarnow bei Anklam",17392,53.75135,13.62734
"Hümmel",53520,50.4667,6.78333
Lintig,27624,53.60386,8.88094999999998
"Radegast bei Köthen, Anhalt",06369,51.65686,12.09518
"Belzig Kuhlowitz",14806,52.13571,12.64343
"Krailling Pentenried",82152,48.1,11.4
"Krailling Pentenried",82349,48.1,11.4
"Krempe, Holstein",25361,53.836656,9.489853
"Hüttingen bei Lahr",54675,49.9333,6.3
"Berlin Mitte",10115,52.5167453458334,13.3667957460327
"Berlin Mitte",10117,52.5167453458334,13.3667957460327
"Berlin Mitte",10119,52.5167453458334,13.3667957460327
"Berlin Mitte",10178,52.5167453458334,13.3667957460327
"Berlin Mitte",10179,52.5167453458334,13.3667957460327
"Berlin Mitte",10551,52.5167453458334,13.3667957460327
"Berlin Mitte",10553,52.5167453458334,13.3667957460327
"Berlin Mitte",10555,52.5167453458334,13.3667957460327
"Berlin Mitte",10557,52.5167453458334,13.3667957460327
"Berlin Mitte",10559,52.5167453458334,13.3667957460327
"Berlin Mitte",10785,52.5167453458334,13.3667957460327
"Berlin Mitte",10787,52.5167453458334,13.3667957460327
"Berlin Mitte",13347,52.5167453458334,13.3667957460327
"Berlin Mitte",13349,52.5167453458334,13.3667957460327
"Berlin Mitte",13351,52.5167453458334,13.3667957460327
"Berlin Mitte",13353,52.5167453458334,13.3667957460327
"Berlin Mitte",13355,52.5167453458334,13.3667957460327
"Berlin Mitte",13357,52.5167453458334,13.3667957460327
"Berlin Mitte",13359,52.5167453458334,13.3667957460327
"Berlin Mitte",13407,52.5167453458334,13.3667957460327
"Berlin Mitte",13409,52.5167453458334,13.3667957460327
Bollendorf,54669,49.85,6.36667
"Süderhackstedt Süderhackstedtfeld bei Jörl",24992,54.5924523417629,9.28965996205043
"Leonberg (Württemberg)",71229,48.8,9.01667
Molzhain,57520,50.75,7.85
"Trent, Rügen Vaschvitz",18569,54.55102,13.2261
Teuchern,06682,51.1167,12.0167
Huje,25588,53.977224,9.43451
"Münchsmünster",85126,48.7667,11.6833
"Neu Kosenow Kagendorf",17398,53.79618,13.73419
Isernhagen,30916,52.47837,9.80134999999996
"Kirchberg, Holzland",84434,48.4,12.05
"Rüting bei Grevesmühlen",23936,53.79324,11.22249
"Beggerow Kaslin",17111,53.80434,13.0426199999999
Traisen,55595,49.8167,7.81667
Bekond,54340,49.85,6.8
Irchenrieth,92699,49.6167,12.2333
"Neuhaus am Inn",94152,48.462915,13.418194
Retschow,18209,54.04583,11.87533
Retschow,18211,54.04583,11.87533
"Hausen, Niederbayern",93345,48.85,12.0
"Wittgendorf bei Zeitz, Elster",06712,50.9833,12.2
Dillenburg,35683,50.7333,8.28333
Dillenburg,35684,50.7333,8.28333
Dillenburg,35685,50.7333,8.28333
Dillenburg,35686,50.7333,8.28333
Dillenburg,35687,50.7333,8.28333
Dillenburg,35688,50.7333,8.28333
Dillenburg,35689,50.7333,8.28333
Dillenburg,35690,50.7333,8.28333
"Friedland bei Neubrandenburg",17098,53.67119,13.5550499999999
"Friedland bei Neubrandenburg",17099,53.67119,13.5550499999999
Krummendiek,25554,53.946616,9.416584
Bonefeld,56579,50.5333,7.5
"Elsterberg, Vogtland",07985,50.6,12.1667
"Bietigheim (Baden)",76467,48.9167,8.25
"Altenhagen bei Altentreptow",17091,53.76088,13.1037200000001
"Stuttgart Untertürkheim",70327,48.7802,9.2509
"Stuttgart Untertürkheim",70329,48.7802,9.2509
"Neuhof bei Hildesheim",31195,51.9803,10.03287
Meckenbeuren,88074,47.7,9.56667
"Meßstetten",72469,48.1833,8.96667
"Rubkow Wahlendow",17390,53.95716,13.6981499999999
Grauel,24594,54.0714455962366,9.67370759006024
Heinkenborstel,24594,54.131646058824,9.7508843498974
"Osthofen, Rheinhessen",67574,49.7078,8.32889
Marienhausen,56269,50.5667,7.68333
Emmendingen,79312,48.121,7.8536
"Frauenstein, Sachsen",09623,50.80193,13.53678
"Baruth / Mark Groß Ziescht",15837,51.98472,13.48942
Holzgerlingen,71088,48.64001,9.01159
"Wesseling, Rheinland",50389,50.8333,6.98333
"Dahmen Barz",17166,53.68823,12.5034499999999
Duppach,54597,50.2667,6.56667
Starzach,72181,48.4333,8.81667
"Denkingen (Württemberg)",78588,48.1,8.73333
"Waldmünchen Ast, Oberpfalz",93449,49.3833333,12.65
Hillersleben,39343,52.27337,11.49137
Wilsecker,54655,50.0167,6.58333
Mandel,55595,49.85,7.76667
Wietzen,31613,52.7103,9.0734
"Kochel am See Urfeld, Oberbayern",82432,47.6166667,11.35
"Ostseebad Nienhagen",18211,54.15823,11.95471
"Werder bei Altentreptow Wodarg",17089,53.74236,13.35207
Belm,49191,52.30476,8.12846000000002
Altscheid,54636,50.0167,6.4
Einbeck,37574,51.82072,9.86814000000004
"Großbreitenbach",98701,50.5833,11.012
Tarbek,24619,54.05628,10.26568
"Ahorn (Baden)",74744,49.5083,9.52694
"Dassow Klein Voigtshagen",23942,53.93571,11.0306399999999
"Bucha bei Pößneck",07389,50.6333,11.7
Basdahl,27432,53.44454,8.99923000000001
"Zirkow Dalkvitz",18528,54.39502,13.52036
"Utenbach bei Naumburg",06618,51.0667,11.8833
"Riethnordhausen bei Sangerhausen",06528,51.42031,11.23597
"Uebigau-Wahrenbrück Bahnsdorf, Elster",04895,51.63724,13.30375
"Erolzheim (Kreis Biberach an der Riß)",88453,48.0833,10.0667
"Aach (Hegau)",78267,47.8511,8.85
"Meisenheim, Glan",55590,49.7167,7.66667
"Klanxbüll",25924,54.8621880893,8.67932727337
"Kloster Lehnin",14797,52.3271,12.6625
"Kloster Lehnin",14542,52.3271,12.6625
"Kloster Lehnin",14778,52.3271,12.6625
"Neuenkirchen, Rügen Liddow",18569,54.54665,13.36244
Schneckenlohe,96277,50.2167,11.2
"Groß Mohrdorf",18445,54.38899,12.95088
Rosenthal-Bielatal,01824,50.86702,14.04857
"Bibra bei Jena",07768,50.8,11.55
Feldatal,36325,50.65,9.16667
"Fürstenberg / Havel Steinförde",16798,53.187144,13.088744
Ehweiler,66871,49.5167,7.36667
Pretzschendorf,01774,50.87321,13.52653
Sargenroth,55471,49.9333,7.51667
Erdesbach,66887,49.5667,7.45
Schuld,53520,50.45,6.88333
"Bruchköbel",63486,50.1833,8.91667
Thierschneck,07774,51.0333,11.7667
"Tröstau",95709,50.0167,11.95
