city,zip,lat,lon
"Friedeburg, Ostfriesland",26446,53.4529,7.84016
Niedergeckler,54675,49.9667,6.3
Untrasried,87496,47.8333,10.3833
Reinhardtsgrimma,01768,50.89256,13.75388
"Ottenhofen, Oberbayern",85570,48.2167,11.8833
Schmitt,56825,50.1667,7.01667
Aitrach,88319,47.9333,10.0833
Wiegendorf,99510,50.9833,11.4333
"Linz am Rhein",53545,50.5667,7.28333
Graben-Neudorf,76676,49.1703,8.48778
"Wölfis",99885,50.8167,10.7833
"Tömmelsdorf",07819,50.7167,11.8667
"Temnitztal Vichel",16845,52.8355,12.62619
"Oldenburg in Oldenburg",26122,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26121,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26123,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26125,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26127,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26129,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26131,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26133,53.15035,8.21063000000004
"Oldenburg in Oldenburg",26135,53.15035,8.21063000000004
Lenterode,37318,51.3414,10.06774
"Münster / Lech",86692,48.6333,10.9
Samtens,18573,54.35582,13.28995
"Heckhuscheid Dackscheid bei Großkampenberg",54619,50.1166667,6.3833333
"Gräben bei Ziesar",14793,52.23212,12.42578
Regen,94209,48.9667,13.1333
"Groß Miltzow bei Oertzenhof",17349,53.5359,13.5932299999999
"Neuenstein, Hessen",36286,50.9333,9.55
Wrestedt,29559,52.9054,10.58273
Maulbronn,75433,49.0008,8.80778
Goldelund,25862,54.6786220371778,9.10900153219701
Lykershausen,56346,50.2,7.66667
Breitingen,89183,48.5167,10.0
"Minden, Westfalen",32423,52.29666,8.89322000000004
"Minden, Westfalen",32425,52.29666,8.89322000000004
"Minden, Westfalen",32427,52.29666,8.89322000000004
"Minden, Westfalen",32429,52.29666,8.89322000000004
"Wallendorf, Eifel",54675,49.8667,6.3
Titisee-Neustadt,79822,47.9012,8.1517
"Altenpleen Neuenpleen",18445,54.35012,12.9230700000001
Heist,25492,53.6549331787384,9.65669800682073
"Inning am Holz",84416,48.35,12.0833
Reesen,39291,52.28316,11.93494
"Sonneborn bei Gotha",99869,51.0,10.5833
Hornhausen,39387,52.04758,11.1698699999999
"Mühlenbecker Land",16567,52.67091,13.40211
Ladenburg,68526,49.475,8.60694
"Sassnitz Neu Mukran",18546,54.478224,13.574674
Kakenstorf,21255,53.30548,9.76196000000004
Emmerting,84547,48.2,12.7667
"Neulingen (Enzkreis)",75245,48.9667,8.7
"Schmogrow-Fehrow Schmogrow",03096,51.8518,14.2096
Scheibe-Alsbach,98749,50.5,11.0667
Scheyern,85298,48.5,11.4667
Witzleben,99310,50.8167,11.1167
"Elmenhorst, Vorpommern",18510,54.21623,13.06592
Michelstadt,64720,49.6736,9.0025
Putzbrunn,85640,48.0833,11.7167
"Grünstadt",67269,49.5692,8.16806
Radeburg,01471,51.2131855840929,13.7233858306885
"Niederer Fläming Waltersdorf bei Jüterbog",14913,51.90372,13.28645
Niemetal,37127,51.5012402884992,9.71548912170397
"Langenberg, Kreis Gütersloh",33449,51.77086,8.31714999999997
Alteglofsheim,93087,48.9167,12.2
Carlow,19217,53.75961,10.93888
Crinitz,03246,51.73899,13.7646
"Remplin Wendischhagen",17139,53.72437,12.65621
Meuspath,53520,50.35,6.96667
Steuden,06179,51.41928,11.76508
Alkersum,25938,54.7088051645502,8.50931243002416
"Laage Laage",18299,53.9243,12.3478
Selsingen,27446,53.3731013228853,9.21461006347658
Kleineutersdorf,07768,50.7833,11.5833
Ottobrunn,85521,48.0667,11.6833
"Großkrotzenburg",63538,50.0833,8.98333
Kalletal,32689,52.1071,8.9485
Lehre,38165,52.32713,10.66893
"Havekost bei Schwarzenbek",21493,53.53996,10.47288
"Stolpe auf Usedom Gummlin",17406,53.87562,14.01958
"Limbach (Baden)",74838,49.4619,9.21111
Karlshuld,86668,48.6833,11.3
"Stralsund Andershof",18439,54.276484,13.110459
Kirchwalsede,27386,53.02067,9.39465999999993
Ruppach-Goldhausen,56412,50.4667,7.88333
Braubach,56338,50.2833,7.66667
"Poseritz Üselitz",18574,54.26529,13.2862299999999
Glottertal,79286,48.05,7.93333
Uettingen,97292,49.7947,9.73056
"Sulzemoos Einsbach, Kreis Dachau",85254,48.2833,11.2667
"Kühren bei Preetz",24211,54.2018711807451,10.2604960411788
Neuendorf-Sachsenbande,25554,53.961505,9.326956
Albersweiler,76857,49.2192,8.03
Hattstedt,25856,54.5312215281043,9.02176119530741
"Dargelin Neu Negentin",17498,54.00894,13.33241
"Brockel, Kreis Rotenburg an der Wümme",27386,53.09603,9.52204000000006
Keila,07389,50.65,11.6667
"Schwenningen (Kreis Dillingen an der Donau)",89443,48.65,10.65
Odelzhausen,85235,48.3167,11.2
Heitersheim,79423,47.8833,7.66667
"Ovelgünne",39365,52.14537,11.27327
"Großrinderfeld",97950,49.65,9.75
"Bubenheim, Rheinhessen",55270,49.9217,8.07972
"Karlsruhe (Baden) Nordstadt",76131,49.0047,8.38583
"Karlsruhe (Baden) Nordstadt",76133,49.0047,8.38583
"Karlsruhe (Baden) Nordstadt",76149,49.0047,8.38583
"Karlsruhe (Baden) Nordstadt",76185,49.0047,8.38583
Biederitz,39175,52.158438983193,11.7205279312134
"Bad Bellingen (Baden)",79415,47.7333,7.56667
Cobbel,39517,52.394117180538,11.8612091851807
"Neubukow Buschmühlen",18233,54.03654,11.63864
Wasungen,98634,50.6667,10.3667
"Willingen, Westerwald",56479,50.6667,8.1
Leisel,55767,49.7167,7.2
Nahe,23866,53.79118,10.13748
"Krukow, Mecklenburg",17217,53.51981,13.12832
"Teisendorf Graben bei Neukirchen am Teisenberg",83364,47.843977,12.734224
"Poxdorf bei Eisenberg",07616,50.9667,11.75
"Oelde, Westfalen",59302,51.82987,8.14508999999998
Rathebur,17398,53.74108,13.78336
"Neetzow Kagenow",17391,53.90069,13.4150999999999
Niederstotzingen,89168,48.55,10.2333
Rechtmehring,83562,48.124457,12.160359
Wulfsmoor,25563,53.911999,9.723974
Baudenbach,91460,49.6167,10.5333
"Bingen am Rhein",55411,49.9667,7.9
Lampaden,54316,49.65,6.7
"Buxheim, Oberbayern",85114,48.8,11.3
Kobern-Gondorf,56330,50.3,7.45
"Möllenbeck bei Ludwigslust",19300,53.28581,11.7384
Gutenacker,56370,50.3167,7.91667
"Bernburg (Saale)",06406,51.79616,11.7349400000001
"Bad Birnbach, Rottal",84364,48.45,13.1
"Tiefenbach, Kreis Passau",94113,48.6167,13.4
"Brandis bei Wurzen Polenz",04821,51.3187069655705,12.6435393359473
Tyrlaching,84558,48.0667,12.6667
"Löhma bei Schleiz",07907,50.6167,11.85
"Gammelshausen (Württemberg)",73108,48.6333,9.65
"Anklam Gellendin",17389,53.82344,13.7007100000001
"Selpin Reddershof",18195,54.00631,12.49856
Arkebek,25767,54.160343,9.248884
"Südermarsch bei Husum",25813,54.4309769913578,9.07681420589033
"Ahrenshagen-Daskow Tribohm",18320,54.20234,12.60907
Ziertheim,89446,48.65,10.3833
"Rostock Kassebohm",18055,54.07529,12.17764
"Adelsried bei Augsburg",86477,48.4167,10.7167
"Obergröningen Rötenbach bei Abtsgmünd",73453,48.9167,9.914099
"Reichenbach / Oberlausitz",02894,51.14258,14.79934
"Roßwein",04741,51.0667,13.1833
Dittenheim,91723,49.05,10.8
Feucht,90537,49.3767,11.2139
"Freudental (Württemberg)",74392,49.0097,9.05917
"Vetschau / Spreewald Naundorf",03226,51.81781,14.10347
"Sankt Margarethen",25572,53.892186,9.253991
Heidelberg,69117,49.4077,8.6908
Heidelberg,69115,49.4077,8.6908
Heidelberg,69118,49.4077,8.6908
Heidelberg,69120,49.4077,8.6908
Heidelberg,69121,49.4077,8.6908
Heidelberg,69123,49.4077,8.6908
Heidelberg,69124,49.4077,8.6908
Heidelberg,69126,49.4077,8.6908
"Oberweiler, Eifel",54636,50.05,6.45
"Ahnsen bei Stadthagen",31708,52.25603,9.09613999999999
Klings,36452,50.65,10.1167
"Kirchdorf bei Haag",83527,48.1833,12.2
"Klosterhäseler",06647,51.1667,11.6167
"Bodenwöhr",92439,49.2667,12.3167
Olbersleben,99628,51.15,11.3333
"Mark Landin Schönermark",16278,53.10658,14.07738
"Schlagsdorf bei Gadebusch Schlagbrügge",19217,53.7214,10.8443
"Westerheim bei Memmingen",87784,48.0167,10.3
"Ludwigsfelde Wietstock bei Ludwigsfelde",14974,52.26788,13.31206
Raich,79692,47.75,7.8
Saaleplatte,99510,51.0082,11.5802
Piesport,54498,49.8833,6.91667
"Nienburg (Weser)",31582,52.6493,9.23655
"Bad Berka",99438,50.9,11.2833
"Divitz-Spoldershagen Divitz",18314,54.33287,12.69642
Garding,25836,54.3284176784701,8.78681403739442
Thyrnau,94136,48.6167,13.5333
"Schuby bei Schleswig",24850,54.51814,9.47986
Kremperheide,25569,53.88244,9.478867
"Leppin, Altmark",39615,52.88562,11.57374
"Unstruttal Ammern",99974,51.2639,10.4472
"Wilhelmsdorf, Mittelfranken",91489,49.5667,10.7333
Dohma,01796,50.91879,13.93184
Topfstedt,99718,51.249538391179,10.9589323226928
"Groß Santersleben",39343,52.19195,11.4560300000001
"Bröckau",06724,50.9667,12.2167
"Weißandt-Gölzau Gnetsch bei Köthen, Anhalt",06369,51.68072,12.0711200000001
Heimburg,38889,51.82248,10.91191
Herzlake,49770,52.6846016137653,7.59828338623049
"Irschenberg Ehgarten bei Wörnsmühl",83737,47.776976,11.897439
"Irschenberg Ehgarten bei Wörnsmühl",83739,47.776976,11.897439
Everode,31085,51.95003,9.91503999999998
"Bückeburg",31675,52.2845,9.04948
"Birgel bei Lissendorf",54587,50.3167,6.61667
Stadecken-Elsheim,55271,49.9122,8.12528
Nottfeld,24392,54.6132954608,9.76207153797
Struckum,25821,54.5935829601572,8.99120628833772
"Woldegk Woldegk",17348,53.4591,13.5831
"Großbettlingen",72663,48.6,9.3
"Niederroßla",99510,51.0333,11.4833
Zendscheid,54655,50.1,6.6
Bennstedt,06179,51.48223,11.82555
Horstdorf,06785,51.8170183514129,12.4336004074097
"Grünow bei Neustrelitz",17237,53.34522,13.31288
Gauting,82131,48.0667,11.3667
Eberstedt,99518,51.0667,11.5833
"Havelsee Krahnepuhl",14798,52.45741,12.43853
"Wilstedt, Niedersachsen",27412,53.19497,9.09612000000004
Pronstorf,23820,53.9573,10.46835
Schraplau,06279,51.4359218667715,11.6653267089844
"Donauwörth",86609,48.721179,10.782266
Filz,56766,50.1667,6.98333
"Zweiflingen (Württemberg)",74639,49.2564,9.51806
"Weilersbach, Oberfranken",91365,49.75,11.1167
"Roth an der Our",54675,49.9167,6.21667
"Groß Krams",19230,53.33324,11.2659
"Neuendorf A bei Torgelow, Vorpommern",17379,53.729923480721,13.8344587142944
Nisterau,56472,50.6667,7.98333
"Dümmer Dümmerhütte",19073,53.56807,11.22673
Wietze,29323,52.65027,9.83573000000001
Wilhelmshaven,26382,53.53112,8.10604999999998
Wilhelmshaven,26384,53.53112,8.10604999999998
Wilhelmshaven,26386,53.53112,8.10604999999998
Wilhelmshaven,26388,53.53112,8.10604999999998
Wilhelmshaven,26389,53.53112,8.10604999999998
"Klein Barkau",24245,54.2211518488187,10.1346003278548
"Lohmen, Sachsen",01847,50.9899997873145,13.9987983703613
"Groß Kelle",17207,53.4061404838696,12.5439918518066
Bockelwitz,04703,51.2,12.9667
"Nienhagen bei Celle",29336,52.55687,10.10517
"Weißenfels, Saale",06667,51.2,11.9667
"Beelitz, Mark Salzbrunn",14547,52.18254,12.92494
Nerenstetten,89129,48.5333,10.1
Ritzerau,23896,53.66339,10.56713
Hermaringen,89568,48.6,10.2667
"Neukirchen bei Oldenburg in Holstein",23779,54.32357,11.01893
Teublitz,93158,49.2231,12.0883
"Belzig Lübnitz",14806,52.15854,12.53198
"Battenberg (Eder)",35088,51.0167,8.65
"Herzfeld, Eifel",54619,50.1333,6.21667
"Schköna",06773,51.6819163708789,12.53724821167
Burrweiler,76835,49.2478,8.07833
"Gransee Ziegelei",16775,53.02552,13.18877
"Steinbach am Donnersberg",67808,49.6,7.95
"Oberheimbach bei Bingen am Rhein",55413,50.0167,7.78333
Jagstzell,73489,49.0333,10.1
"Göpfersdorf",04618,50.9127,12.599
"Frankfurt am Main Bonames",60437,50.1167,8.68333
"Frankfurt am Main Bonames",60438,50.1167,8.68333
"Frankfurt am Main Bonames",60439,50.1167,8.68333
Schlepzig,15910,52.0286530654981,13.8991416931152
Emmingen-Liptingen,78576,47.9333,8.88333
Lubmin,17509,54.13385,13.61654
Lietzen,15306,52.4677,14.3455
"Boos, Nahe",55595,49.8,7.71667
"Lohme, Rügen Blandow",18551,54.5772715139852,13.5898991217041
Utzberg,99428,50.9833,11.2
"Bad Doberan Bad Doberan",18209,54.10746,11.90099
"Mannheim Feudenheim",68259,49.4883,8.46472
"Beelitz, Mark Zauchwitz",14547,52.21574,13.05516
"Ahlum, Altmark",38489,52.69371,11.01016
"Roth bei Hamm",57539,50.75,7.7
"Großsteinhausen",66484,49.1833,7.45
"Osternienburg Wulfen bei Köthen, Anhalt",06369,51.81903,11.92908
Lauschied,55568,49.7333,7.61667
Wallgau,82499,47.5167,11.2833
Freiensteinau,36399,50.4333,9.4
"Weil am Rhein",79576,47.5833,7.63333
"Boddin bei Teterow Klein Lunow",17179,53.93897,12.62821
"Oberarnbach, Pfalz",66851,49.3833,7.58333
"Manderscheid, Eifel",54531,50.1,6.81667
Neckargerach,69437,49.4,9.06667
"Krün Elmau",82493,47.5,11.2833
"Feldkirchen, Kreis München",85622,48.15,11.7333
Neuching,85467,48.2333,11.85
"Vögelsen",21360,53.27487,10.35221
"Uelzen, Lüneburger Heide",29525,52.96601,10.55776
Misselwarden,27632,53.67446,8.51608999999996
"Oberbrombach bei Idar-Oberstein",55767,49.7,7.26667
"Hohes Kreuz",37308,51.42192,10.1208
"Ratekau Luschendorf",23689,54.00157,10.72311
"Berenbrock bei Haldensleben",39638,52.41961,11.30762
"Groß Rosenburg",39240,51.91483,11.88928
"Haselbach bei Mitterfels",94354,49.0,12.7
"Holdenstedt bei Sangerhausen",06528,51.47504,11.4467999999999
Saubach,06647,51.2167,11.5333
"Baruth / Mark Horstwalde",15837,52.08097,13.40838
Tiefenort,36469,50.8333,10.1667
"Prödel",39264,52.03813,11.9182499999999
"Völkersweiler",76857,49.1667,7.93333
Treplin,15236,52.3914,14.3979
Moxa,07381,50.65,11.6333
"Mühlenbarbek",25548,53.957753,9.667185
"Karlsfeld bei München",85757,48.2167,11.4667
Laugna,86502,48.5333,10.7
Erharting,84513,48.2833,12.5833
"Dargun Dargun",17159,53.901911,12.85675
Strickscheid,54597,50.1333,6.31667
"Marnheim, Pfalz",67297,49.6328,8.04
Landstuhl,66849,49.4167,7.56667
Schnabelwaid,91289,49.8167,11.5833
"Gmund am Tegernsee",83703,47.75,11.7333
Burtscheid,54424,49.7333,6.95
Henschleben,99634,51.1333,10.9667
"Ilmtal Hammersfeld",99326,50.7333,11.0833
Ellerhoop,25373,53.7275101673501,9.77074508709904
"Dörpstedt bei Schleswig",24869,54.43387,9.3626
"Walshausen bei Zweibrücken",66484,49.2167,7.48333
"Jettenbach, Pfalz",66887,49.5333,7.55
Reilingen,68799,49.2983,8.56417
"Ziethen bei Anklam Jargelin",17390,53.88455,13.6503
Hahnweiler,55776,49.5667,7.21667
Eckelsheim,55599,49.8,7.98333
"Schönwalde, Vorpommern Stolzenburg",17309,53.51511,13.9182499999999
"Roßdorf bei Darmstadt",64380,49.8597,8.76167
Wildpoldsried,87499,47.7667,10.4
"Roden, Unterfranken",97849,49.8956,9.62639
Gilserberg,34630,50.95,9.06667
Oberpleichfeld,97241,49.8833,10.0833
"Markt Rettenbach",87733,47.95,10.4
Leingarten,74211,49.1464,9.11694
"Dienstweiler Eborn",55765,49.6333,7.18333
Zettemin,17153,53.64798,12.8302
"Zehdenick Wesendorf bei Zehdenick",16792,52.98344,13.37997
"Großefehn",26629,53.34028,7.60805000000005
Johanniskirchen,84381,48.5333,12.95
"Flieth-Stegelitz Stegelitz bei Templin",17268,53.12481,13.85019
Teupitz,15755,52.1326,13.6175
"Königswalde, Erzgebirge",09471,50.55,13.05
Kickeshausen,54689,50.0667,6.25
"Göllingen bei Bad Frankenhausen",06567,51.34379,11.01346
Mattstedt,99510,51.05,11.5167
"Oberschönau, Thüringen",98587,50.7167,10.6167
"Werder (Havel) Bliesendorf",14542,52.33918,12.85128
Zechin,15328,52.6103983605821,14.4521793121338
Linau,22959,53.64476,10.47187
Drakenburg,31623,52.6911674248685,9.22883532806395
"Günthersleben-Wechmar",99869,50.9,10.775
"Stuttgart Weilimdorf",70499,48.8143,9.1123
"Kronberg im Taunus",61476,50.1833,8.5
Altenriet,72657,48.5833,9.21667
"Haschbach am Remigiusberg",66871,49.5333,7.43333
Zwenkau,04442,51.2175,12.324167
Halfing,83128,47.95,12.2833
"Eisendorf, Holstein",24589,54.1934415191013,9.86923128510074
Effelder-Rauenstein,96528,50.3875,11.0625
"Waldbrunn (Odenwald)",69429,49.4592,9.09194
Cramme,38312,52.11315,10.44641
Ferschweiler,54668,49.8667,6.4
Gunningen,78594,48.05,8.7
Todtmoos,79682,47.7333,8.0
"Hochdorf (Riß)",88454,48.0333,9.78333
Freinsheim,67251,49.5139,8.21
"Brecht, Eifel",54636,49.9833,6.43333
Wittibreut,84384,48.329505,12.987634
Klingelbach,56368,50.2833,7.98333
Wolpertshausen,74549,49.1675,9.84472
"Frankenhain, Thüringen",99330,50.75,10.7833
"Neukirchen bei Oldenburg in Holstein Wulfshof",23777,54.298443,11.029821
Friedrichsholm,24799,54.3039381695245,9.42753583336417
"Burgen, Mosel",56332,50.2167,7.38333
"Kaulsdorf, Saale",07338,50.6333,11.4333
Reipeldingen,54689,50.0833,6.18333
Selb,95100,50.1667,12.1333
"Kehl (Rhein)",77694,48.5717859,7.8185301
Anrode,99976,51.2564145466953,10.3591779525757
"Langen, Emsl",49838,52.5406,7.46765000000005
Kriebstein,09648,51.05,13.0167
Priborn,17209,53.30511,12.6586
Melpers,98634,50.55,10.15
Hanroth,56316,50.5833,7.65
"Schönermark bei Gransee",16775,53.0073342730518,13.1220215026856
"Roes Schloßhof bei Naunheim, Maifeld",56754,50.237516,7.288447
"Ravensburg (Württemberg)",88212,47.7833,9.61667
"Ravensburg (Württemberg)",88213,47.7833,9.61667
"Ravensburg (Württemberg)",88214,47.7833,9.61667
"Treuenbrietzen Pechüle",14929,52.075344474978,12.9514148895264
"Treuenbrietzen Pechüle",14913,52.075344474978,12.9514148895264
"Flörsheim-Dalsheim",67592,49.6755,8.20886
"Bogen, Niederbayern",94327,48.9167,12.6833
"Rosengarten, Kreis Harburg",21224,53.37711,9.89853
Gagel,39606,52.84565,11.57654
"Großbartloff",37359,51.2506446767916,10.21275178833
"Lachendorf, Kreis Celle",29331,52.61962,10.24173
"Möttingen",86753,48.809269,10.590155
Eresing,86922,48.0833,11.0333
"Holzheim am Forst",93183,49.15,12.0
Werdum,26427,53.6574,7.71785
"Göggingen (Württemberg)",73571,48.8667,9.88333
"Bad Münder am Deister",31848,52.1996701,9.46638000000007
"Rodenbek bei Kiel",24247,54.2761634572153,10.0178687781096
"Sehlen, Rügen Alt Sassitz",18528,54.39508,13.4043
"Wittenhagen bei Grimmen Kakernehl",18510,54.18762,13.10461
"Klocksin Lütgendorf",17194,53.60873,12.5210999999999
"Aub, Unterfranken",97239,49.55,10.0667
"Königsmoor, Nordheide",21255,53.23503,9.62900999999999
"Karlsruhe (Baden) Grötzingen",76229,49.0111111,8.4963889
Wiek,18556,54.62218,13.2927099999999
Biebelsheim,55546,49.8667,7.93333
"Mauel bei Waxweiler",54649,50.0667,6.4
Hinterschmiding,94146,48.8167,13.6
Kaltenholzhausen,65558,50.3,8.1
"Grafenhausen (Hochschwarzwald)",79865,47.7667,8.26667
Wartenburg,06901,51.81049,12.77711
"Georgsmarienhütte",49124,52.20181,8.04848000000004
"Nauheim, Kreis Groß-Gerau",64569,49.9508,8.46333
"Irschenberg Großschönau bei Irschenberg",83737,47.792855,11.901138
"Irschenberg Großschönau bei Irschenberg",83739,47.792855,11.901138
Grammendorf,18513,54.03706,12.87634
Obing,83119,48.0,12.4167
"Rehau, Oberfranken",95111,50.25,12.0333
"Hemmingen / Hannover",30966,52.3220822491819,9.72986203704841
"Wollin bei Brandenburg an der Havel",14778,52.28056,12.4684600000001
"Seefeld bei Hanerau-Hademarschen",25557,54.1016823859786,9.49296550750734
Damendorf,24361,54.4235236586372,9.73521049222564
"Münstertal / Schwarzwald",79244,47.85,7.78333
Hollstadt,97618,50.35,10.3
"Heiningen (Kreis Göppingen) Lotenberg (Gemeinde Heiningen)",73107,48.6667,9.65
Enspel,57647,50.6167,7.88333
Wannweil,72827,48.5167,9.15
"Neustadt (Dosse) Roddahn",16845,52.82746,12.30943
Kirchheimbolanden,67292,49.6725,8.01889
Urmersbach,56761,50.25,7.13333
"Meckenheim, Pfalz",67149,49.4044,8.23917
"Mühlberg / Elbe Koßdorf",04895,51.49861,13.22864
"Großlöbichau",07751,50.9333,11.6833
Schmogrow-Fehrow,03096,51.8509,14.2343
Goslar,38640,51.90839,10.4468091534424
Goslar,38642,51.90839,10.4468091534424
Goslar,38644,51.90839,10.4468091534424
Schwarzburg,07427,50.6333,11.2
"Merxheim, Nahe",55627,49.7833,7.56667
Bastheim,97654,50.4,10.2
"Glewitz bei Grimmen Turow",18513,54.0386079847077,12.9493740106202
"Saarbrücken",66111,49.2333,7.0
"Saarbrücken",66113,49.2333,7.0
"Saarbrücken",66115,49.2333,7.0
"Saarbrücken",66117,49.2333,7.0
"Saarbrücken",66119,49.2333,7.0
"Saarbrücken",66121,49.2333,7.0
"Saarbrücken",66123,49.2333,7.0
"Saarbrücken",66125,49.2333,7.0
"Saarbrücken",66126,49.2333,7.0
"Saarbrücken",66127,49.2333,7.0
"Saarbrücken",66128,49.2333,7.0
"Saarbrücken",66129,49.2333,7.0
"Saarbrücken",66130,49.2333,7.0
"Saarbrücken",66131,49.2333,7.0
"Saarbrücken",66132,49.2333,7.0
"Saarbrücken",66133,49.2333,7.0
"Karbow-Vietlübbe",19386,53.40052,12.1170999999999
Varchentin,17192,53.58314,12.85972
Nierstein,55283,49.8753,8.34667
"Putbus Groß Stresow",18581,54.354213,13.575833
"Miltzow Hankenhagen",18519,54.21277,13.21303
"Kirrweiler bei Lauterecken",67744,49.6333,7.5
Sonnewalde,03249,51.6888340936726,13.6472534179687
"Kemnitz bei Greifswald Rappenhagen",17509,54.0720387859274,13.5691402435302
Willmenrod,56459,50.55,7.96667
"Winzer, Donau",94577,48.7333,13.0667
"Plauen, Vogtland",08523,50.5,12.1333
"Plauen, Vogtland",08525,50.5,12.1333
"Plauen, Vogtland",08527,50.5,12.1333
"Plauen, Vogtland",08529,50.5,12.1333
"Gröbzig",06388,51.6814,11.8747100000001
"Groß Wokern Klein Wokern",17166,53.75574,12.47681
Schwemsal,06774,51.62677,12.5560800000001
"Belau bei Wankendorf",24601,54.0986526033976,10.2605556015491
Ruthweiler,66869,49.55,7.36667
"Biebesheim am Rhein",64584,49.7836,8.47444
"Roggendorf bei Gadebusch",19205,53.69427,11.01431
Rehsen,06786,51.82793,12.49884
"Klein Wesenberg",23860,53.81088,10.54527
Waldrach,54320,49.75,6.75
"Linthe Deutsch Bork",14822,52.16421,12.85327
"Pölzig",07554,50.95,12.2
Emtmannsberg,95517,49.9,11.65
Ritterhude,27721,53.18533,8.74593000000004
Siefersheim,55599,49.8,7.95
Dietramszell,83623,47.85,11.6
Berkholz-Meyenburg,16306,53.04967,14.2309
"Weiherhammer Kaltenbrunn, Oberpfalz",92700,49.65,11.95
Achstetten,88480,48.2667,9.9
"Stavenhagen, Reuterstadt Basepohl",17153,53.724672,12.918334
"Süderau",25361,53.817454,9.514632
Gielow,17139,53.69823,12.74479
"Taufkirchen (Vils)",84416,48.35,12.1333
Grevenbroich,41515,51.0833,6.58333
Grevenbroich,41516,51.0833,6.58333
Grevenbroich,41517,51.0833,6.58333
"Großbadegast",06369,51.73132,12.02541
"Hörsten bei Rendsburg",24797,54.2270015132436,9.57847982788638
"Dillstädt",98530,50.5833,10.5333
Sustrum,49762,52.91195,7.28264000000001
"Krausnick-Groß Wasserburg Groß Wasserburg",15910,52.06218,13.84976
"Amt Neuhaus Rosien",19273,53.30058,10.96847
"Zeil am Main",97475,50.0167,10.6
Eibenstock,08309,50.5167,12.6
"Bergen auf Rügen Trips",18528,54.415716,13.504593
Flammersfeld,57632,50.6333,7.55
Schweix,66957,49.1333,7.51667
Elkenroth,57578,50.7333,7.88333
Unterwachingen,89597,48.2,9.65
"Hörgertshausen",85413,48.55,11.8667
"Kerpen, Rheinland",50171,50.8667,6.7
"Kerpen, Rheinland",50169,50.8667,6.7
"Kerpen, Rheinland",50170,50.8667,6.7
"Metten Lehmberg, Gemeinde Deggendorf",94526,48.869343,12.943922
"Emmerich am Rhein",46446,51.8398915048952,6.25161420104973
Heilenbach,54636,50.0667,6.46667
Kyllburgweiler,54655,50.05,6.61667
"Breitenbach, Pfalz",66916,49.4333,7.26667
Eichstegen,88361,47.9333,9.5
Hedeper,38322,52.06578,10.68088
Pfofeld,91738,49.1167,10.8333
"Rappin Groß Banzelvitz",18528,54.51702,13.40396
"Groß Kummerfeld",24626,54.05181,10.07338
"Thomasburg, Kreis Lüneburg",21401,53.22654,10.6529800000001
"Klein Offenseth-Sparrieshoop",25365,53.8047876012666,9.69322656435962
Finnentrop,57413,51.17358,7.97348
"Kritzmow Klein Schwaß",18198,54.07617,12.03454
Rietzneuendorf-Staakow,15910,52.0163283165889,13.6664377725219
"Burgholzhausen bei Eckartsberga",06648,51.1333,11.5167
Wurmannsquick,84329,48.35,12.7833
Borgdorf-Seedorf,24589,54.1774425005624,9.87857140744285
"Klein Bennebek Barkhorn bei Schleswig",24863,54.38558,9.39424
"Wyhl am Kaiserstuhl",79369,48.1667,7.65
"Ney Dieler bei Halsenbach",56283,50.1833,7.53333
"Sohland am Rotstein",02894,51.11657,14.78399
"Steinfeld (Pfalz) Kleinsteinfeld",76889,49.0483,8.03694
"Rohrdorf, Kreis Rosenheim, Oberbayern",83101,47.8,12.1667
Schwallungen,98590,50.7,10.3667
"Elpersbüttel",25704,54.07122,9.04626
"Allersberg, Mittelfranken",90584,49.2542,11.2411
Tirschenreuth,95643,49.8825,12.3331
"Hellenthal, Eifel",53940,50.4833,6.43333
"Ankershagen Bocksee",17219,53.4914200137629,12.8875641052246
Manching,85077,48.7167,11.5
"Fünfseen Petersdorf",17213,53.4581776,12.3737361
Mudenbach,57614,50.6667,7.73333
"Beelitz, Mark Rieben",14547,52.19216,13.03786
Stendal,39576,52.60438,11.8536
Leuben-Schleinitz,01623,51.1524,13.3333
Wermelskirchen,42929,51.14068,7.22122000000002
Lippstadt,59555,51.67176,8.34129000000007
Lippstadt,59556,51.67176,8.34129000000007
Lippstadt,59557,51.67176,8.34129000000007
Lippstadt,59558,51.67176,8.34129000000007
Geschwenda,98716,50.7333,10.8333
"Königsbach-Stein",75203,48.9667,8.61667
"Frankfurt am Main Sossenheim",65936,50.1167,8.68333
Westerland,25980,54.907748,8.308755
"Woltersdorf, Niedersachsen",29497,52.9546,11.2184999999999
Erlangen,91052,49.5977,11.0039
Erlangen,91054,49.5977,11.0039
Erlangen,91056,49.5977,11.0039
Erlangen,91058,49.5977,11.0039
"Wintersdorf bei Meuselwitz",04610,51.0546,12.3563
"Drechow Katzenow",18465,54.16235,12.79182
"Lascheid, Eifel",54597,50.1167,6.41667
Grove,21493,53.5287,10.49472
